ed50,ed90,hill
10.415848087983358,35.22886774826356,1.8031655521492582
10.998297225735127,44.74879832406554,1.5657284965900595
11.111026812207554,45.40818524169514,1.5608011182429153
10.66352614935479,45.18727463175818,1.5216380363805215
10.39017183603212,32.96854123557787,1.9028639543811976
10.66882251168195,44.533577643982966,1.5376844264064171
10.803329737001466,46.02432657359924,1.516042762693763
10.762418406006647,41.33354649989234,1.6328786258907948
10.534345762441626,38.971884521865405,1.679579087758978
10.84175018494956,45.051172719715865,1.5425673575584578
10.991532148294475,46.53812870596557,1.5225232888046625
10.948514377526998,39.30638278129441,1.7190217131615557
10.73413253720158,45.73651289822583,1.5158831250199578
10.071218695660628,38.26382678584637,1.6460790330158976
10.553415531670076,38.91890199923344,1.6836576564289738
11.63167706013851,42.3949038922259,1.6989340154071217
10.568547720483833,43.864143195698304,1.5438460618414163
11.078004207260625,39.263890059724496,1.7364645880823781
11.138094547402451,36.93919087215436,1.8326975569345845
10.517947030095174,40.8922743456802,1.618154763945987
10.588970529427371,46.78967434645982,1.4787664746855005
11.316687006485395,43.81904614548408,1.623017046015345
11.521574779932644,46.278398423275455,1.5802210331878543
11.077131852914656,44.200005673833274,1.587771128934683
10.70746682088686,43.122266603222585,1.577221650949577
10.846889785901507,44.90169449751975,1.546690824382008
11.032045392105488,39.95826836824846,1.7072036000058486
10.83317495317654,38.858835477479246,1.720180243500203
10.852550257182065,48.09578360852003,1.4758414961592643
11.048748387007707,43.809598350457264,1.5950399318930497
11.117084868757447,43.65276608639979,1.6064124920986491
10.83099215011398,38.858347738839484,1.7199258056589015
11.234670789671654,50.871584127266296,1.45482667587035
10.57366546197975,39.10798507426228,1.6798864857680724
10.635717674979658,38.34989949982132,1.71319014874783
10.822949994455112,39.405903490399204,1.7003134725363367
10.83616297454234,35.255382140368425,1.8624820900789816
11.719061836029361,45.18187832268414,1.628201702233341
11.289573367204781,42.9611648150241,1.6441160346120312
11.015520813780501,41.925183735738884,1.6439137414018132
10.91207406146709,50.0830791477469,1.4419250355026985
10.517895865081835,33.34953788681588,1.9040639584541663
11.027303062705318,40.887085358003276,1.676707554947244
11.52622436829322,39.26791121194995,1.7925071831662716
11.42217526613538,40.001034426568964,1.7530832923836868
11.151523087105558,41.618450940765264,1.6683969466979098
10.951682374544717,41.53452451262858,1.6482910563326787
10.93433878983118,43.85633120677911,1.5818627245784647
11.113683443949094,41.47270601917096,1.6685351459666882
10.849762715724548,41.71638873788174,1.6315004118737138
10.275054194413443,42.594015194950885,1.545170700024487
11.137974091241698,38.7709988373023,1.7615675175273529
10.711361090354037,44.14146157229013,1.5516086670155396
10.929880792817588,41.787492424188436,1.6383789615723923
11.21979301656995,41.02291366109421,1.6947991255719617
11.266291431790972,52.89807965665541,1.4207248259997551
11.071939184754978,47.15474488937687,1.5163513738219323
11.115363788111248,37.56978532332664,1.8041508577048166
10.659305510992723,42.899383140572176,1.5779850781447402
11.426047075135113,38.404989369018104,1.812455196916727
11.250986591116899,41.785099539974965,1.6746066596188158
11.16395988924782,44.069987860261705,1.6002063439044987
10.917012629371557,40.101078907951056,1.688768637798925
10.729308933907944,41.98600347924399,1.610446763773545
10.614950381928772,36.53070532190355,1.7778484017290745
10.329491029539247,38.614444019458944,1.666301833344286
10.428494391286579,42.521103809006895,1.5633506137278992
11.138241469919778,42.96281058244721,1.6276334329951194
10.620684451379915,36.66282455064221,1.7734429603173878
11.003533006932186,43.239194538825465,1.6055351611176558
10.606846683830558,40.95625392267821,1.6263632486940882
10.851251989831894,38.75804765622314,1.7259423065476496
11.560474935987312,41.125006107411764,1.7314281417253126
10.205409771566243,43.32052711462619,1.5198253062449665
10.851351500413207,41.80666782089833,1.6290625919717556
10.962147324389713,36.29465807340355,1.8352685407412974
11.101822500770579,39.15459867105455,1.7432637219948213
10.606916593319864,41.05639022055017,1.6234367680768798
10.92703553288324,39.358354485885506,1.7146149544743874
10.724056372565672,38.82086176681909,1.7079508124564096
11.188964065863466,43.391658418153476,1.6211620303046443
10.927734319523452,42.92849215943097,1.6058862461183425
10.674938826989205,44.48288707888491,1.5395289805921384
10.957948880586889,41.72214389294207,1.643439773997246
10.784540526455878,40.23525142651399,1.6688248406924162
10.638273397899782,45.18023513682653,1.5193073357506017
10.76346429703353,45.49547293983388,1.5243098301280897
10.579792789364129,43.047031558355165,1.5657024939413198
11.135981999437261,44.624530894577596,1.5828982281599042
10.782548983642602,39.172606648338544,1.703210566506689
10.502595589535758,38.583749118195875,1.688602669676347
11.633804874055892,51.18517398604132,1.4830731676275857
11.360057440031536,42.67752440281818,1.6600756424010579
10.637025376372485,41.369695864370584,1.61773820758212
10.57911732189361,40.579419086112125,1.634378799782656
10.740130188892007,47.08795401806143,1.4865899685652
10.972049459295384,39.465032371194305,1.716495953258419
10.817276533700975,39.363621611771606,1.7010364269668488
10.924350089500528,43.50783484633069,1.589948763035301
10.8699492690757,39.26952702007892,1.7106388479393118
11.133722748786083,40.750586339076264,1.6934402576265875
10.840424502518005,45.16946228352614,1.5396008656626567
10.58493456066759,39.70628263519194,1.6619481350792464
11.073489570597621,39.59755406323799,1.7243771987587726
10.90732700055839,45.66565142271933,1.5344693876068318
11.173881364005133,43.144016258527,1.626411538094355
11.22602701254278,46.7890475010115,1.5393041058671866
10.527528662449285,41.72940445243607,1.5954144374704768
10.665346390158057,41.711600108416384,1.611128979868441
10.113354593990492,36.241103738352294,1.7215079715141008
10.961175527823842,40.706379139031576,1.674681581555208
11.1245702109883,36.53034143822606,1.8479803314355456
10.376653937050065,38.78650926717469,1.6664400587412462
11.083983482685529,47.89253267719573,1.5013918298386513
11.022923183675012,42.76476830454489,1.6206857709312847
11.01926926517498,47.302840078040255,1.5081248586037468
10.477018639580786,38.77251383053335,1.6791582080071747
11.407625803656954,42.804690954738575,1.6615862639100996
10.912146256193571,38.52499397445411,1.7418511706980913
10.842243890553455,44.060958616832835,1.567068522564819
10.489147597926397,42.93884456604767,1.558939184546921
11.175353920070371,46.187278312803855,1.5484386930919456
10.935276549626673,40.418951953917244,1.6807285588157355
10.794261377558522,41.23766197779954,1.6393071621228574
11.095593292136865,40.448573650985864,1.6986879450889447
11.033602747629375,40.65252382444411,1.6848389287149255
10.856884982836377,44.89839437202837,1.5477744163143343
10.6883596449311,43.821405249234076,1.5572471677121114
11.429308868670043,47.33861494541914,1.5460942106891278
11.11174074960685,40.660345263775966,1.6937543580682968
11.300888002881779,43.18794413024445,1.638888063544552
11.30891901623399,41.89519160245673,1.6778094212570882
11.315964442655636,42.65548540456006,1.6558565652543993
11.12767971576965,38.47436105926026,1.7711605666090902
10.810329787972316,43.76618362373681,1.5712875444214947
11.425112522212869,46.04290881444334,1.5764727172284099
11.564335389109795,46.83731010464457,1.5708438599779448
11.045377129356286,41.649472075412675,1.6554382045385025
10.766627400355107,39.388344624013,1.6940578045555643
10.549639832938606,42.074380682029,1.5883390793118302
10.714262470529645,44.96291822419455,1.5319544782921124
11.543768443090373,41.09395699308115,1.730485998867476
11.296238275507692,42.88289874238384,1.6470907599024915
10.978693647422583,43.088911201267436,1.6069697543398003
11.043529079573872,45.716716984450144,1.5466666255219104
10.895402833601949,40.01279983979244,1.6890573801107132
10.28378320254582,41.6584245082121,1.5706404763237132
11.050700503465254,39.006225565835365,1.742131911988687
10.826816536410927,40.2469047216455,1.6734294078081584
11.288258914021986,47.89082418607698,1.5204014796785525
10.95925743597592,43.94171012369557,1.582240281292092
11.066428113733872,38.594873453891225,1.7589005394725898
11.040921694043492,49.79659976076235,1.458652915398087
10.96070535157541,45.08086061126475,1.5537519628718754
10.550780455685231,40.51456896580956,1.6330635121121073
11.166396774740004,41.843550112303724,1.66326787719676
10.62932906549352,42.155812750956926,1.594785551309925
10.387110961955619,37.26583530134722,1.7199258061433909
10.499455567825288,44.32919962697933,1.5255111986675014
11.173074064440437,44.55445326828601,1.5885021069875
10.773652280018167,37.26480691016561,1.7706047654649713
10.808581496356956,45.396102115578856,1.531075362250516
11.112782384840981,49.337441881696655,1.4740663961849125
11.486024144134152,45.403686136515816,1.5986066651715172
11.051130360089385,41.55690591877452,1.6588698807718973
11.129678831995632,47.41897632081879,1.515947072320517
10.905954967037601,40.83027767874238,1.6644191446248613
10.745304976952012,38.613409178930596,1.717748305298318
10.874710687585104,42.51366527477712,1.6115944002744447
11.261620932310098,41.97963350973128,1.6698976040058486
10.621918118659552,43.27084318193152,1.5643514504952398
11.121739455548406,39.19893830191757,1.74417792079857
10.474201994275258,38.555921160143676,1.6860297821821102
11.048751948809832,36.70981751095771,1.82991223956553
11.015520466408942,37.88168678876355,1.778895050353035
10.873021638952249,40.034420756567435,1.6856927499393222
10.714339993076043,45.72006418122746,1.5143307478776065
11.364735986023048,39.25597951147657,1.7725434595616567
11.121185913673097,35.65018755650147,1.886187572879796
11.017510941769261,41.7496644970761,1.6493135406425017
11.565301531548439,42.396003038835644,1.6914156538094902
11.036177347144498,43.404503389631955,1.6045344594425894
11.712655838508349,39.771616038001554,1.7973449171954912
11.232257868505014,42.248249640582316,1.658566697915009
10.92764403778055,40.22067450741574,1.68617078657673
10.988493773830529,43.24146083952759,1.603870840681715
11.037633001335353,38.682292023997746,1.7520730770603004
11.803337245276323,44.31988163357638,1.6607254542662044
10.831030094804223,49.17828979612213,1.452194788424057
10.639040271579994,37.33559728058558,1.750195097007953
